2711000.000000 1229100.340000 512.780000 1.000000 0.000000 0.000000
2711000.000000 1229114.000000 495.960000 1.000000 0.000000 0.000000
2711000.000000 1229135.330000 502.800000 1.000000 0.000000 0.000000
2711000.000000 1229152.310000 522.530000 1.000000 0.000000 0.000000
2711000.000000 1229164.050000 515.920000 1.000000 0.000000 0.000000
2711000.000000 1229034.180000 525.180000 1.000000 0.000000 0.000000
2711000.000000 1229228.920000 470.170000 1.000000 0.000000 0.000000
2711000.000000 1229237.940000 467.060000 1.000000 0.000000 0.000000
2711000.000000 1229243.730000 474.850000 1.000000 0.000000 0.000000
2711000.000000 1229301.810000 416.500000 1.000000 0.000000 0.000000
