0.000000 0.000000 0.000000 -0.213442 -0.193174 0.957667
1.000000 0.000000 0.120000 -0.238784 -0.189125 0.952478
2.000000 0.000000 0.430000 0.286702 0.173992 -0.942088
3.000000 0.000000 0.860000 -0.473689 -0.246118 0.845603
4.000000 0.000000 1.550000 0.618563 0.228692 -0.751718
5.000000 0.000000 2.530000 -0.694442 -0.178415 0.697079
6.000000 0.000000 3.630000 -0.739928 -0.147987 0.656206
7.000000 0.000000 4.750000 -0.769641 -0.129954 0.625112
8.000000 0.000000 6.050000 -0.844851 -0.111820 0.523185
9.000000 0.000000 8.120000 -0.890328 -0.129477 0.436523
0.000000 1.000000 0.110000 -0.229784 -0.200609 0.952342
1.000000 1.000000 0.350000 -0.258808 -0.225914 0.939138
2.000000 1.000000 0.680000 -0.337890 -0.237611 0.910699
3.000000 1.000000 1.030000 0.483669 0.279346 -0.829476
4.000000 1.000000 1.780000 -0.615845 -0.279559 0.736601
5.000000 1.000000 2.620000 0.676901 0.228089 -0.699843
6.000000 1.000000 3.650000 0.732277 0.200535 -0.650811
7.000000 1.000000 4.880000 0.766199 0.182477 -0.616150
8.000000 1.000000 6.130000 -0.820414 -0.151850 0.551238
9.000000 1.000000 8.050000 0.872170 0.207162 -0.443173
0.000000 2.000000 0.380000 -0.168894 -0.293217 0.941009
1.000000 2.000000 0.580000 -0.272709 -0.344827 0.898178
2.000000 2.000000 1.010000 -0.388802 -0.381805 0.838485
3.000000 2.000000 1.570000 -0.508414 -0.415262 0.754369
4.000000 2.000000 2.340000 -0.576279 -0.426266 0.697280
5.000000 2.000000 3.170000 -0.618076 -0.430236 0.657936
6.000000 2.000000 4.180000 -0.677364 -0.411023 0.610114
7.000000 2.000000 5.310000 -0.710330 -0.408752 0.573021
8.000000 2.000000 6.580000 0.782177 0.371210 -0.500402
9.000000 2.000000 8.220000 -0.861397 -0.296067 0.412722
0.000000 3.000000 0.870000 0.237029 0.498174 -0.834050
1.000000 3.000000 1.080000 -0.280024 -0.500444 0.819233
2.000000 3.000000 1.520000 -0.408338 -0.506067 0.759708
3.000000 3.000000 2.140000 0.519533 0.512683 -0.683551
4.000000 3.000000 3.050000 0.570610 0.530868 -0.626565
5.000000 3.000000 3.950000 0.591367 0.543673 -0.595570
6.000000 3.000000 5.040000 0.639602 0.541303 -0.545802
7.000000 3.000000 6.320000 0.662850 0.549159 -0.508974
8.000000 3.000000 7.640000 0.694550 0.538384 -0.477223
9.000000 3.000000 9.120000 0.770745 0.457790 -0.443148
0.000000 4.000000 1.520000 0.272348 0.574022 -0.772221
1.000000 4.000000 1.820000 -0.295458 -0.585426 0.754971
2.000000 4.000000 2.340000 0.423141 0.570046 -0.704272
3.000000 4.000000 3.040000 0.537767 0.549525 -0.639397
4.000000 4.000000 4.030000 0.584602 0.537971 -0.607312
5.000000 4.000000 4.980000 0.611083 0.551332 -0.567988
6.000000 4.000000 6.130000 0.652228 0.551633 -0.519903
7.000000 4.000000 7.470000 0.673759 0.559435 -0.482784
8.000000 4.000000 8.920000 0.681999 0.577148 -0.449196
9.000000 4.000000 10.480000 0.695926 0.576860 -0.427691
0.000000 5.000000 2.330000 0.251229 0.645669 -0.721107
1.000000 5.000000 2.580000 -0.290297 -0.638367 0.712892
2.000000 5.000000 3.110000 0.419674 0.615816 -0.666817
3.000000 5.000000 3.820000 0.529875 0.581512 -0.617314
4.000000 5.000000 4.790000 0.593655 0.557826 -0.580003
5.000000 5.000000 5.920000 0.632780 0.555420 -0.539536
6.000000 5.000000 7.170000 0.670719 0.550573 -0.496996
7.000000 5.000000 8.630000 0.696010 0.550899 -0.460522
8.000000 5.000000 10.230000 0.708113 0.560640 -0.429254
9.000000 5.000000 11.950000 0.719423 0.559103 -0.412110
0.000000 6.000000 3.290000 0.259899 0.701041 -0.664074
1.000000 6.000000 3.620000 -0.287043 -0.702996 0.650695
2.000000 6.000000 4.180000 0.400248 0.675853 -0.618890
3.000000 6.000000 4.920000 0.498225 0.642118 -0.582629
4.000000 6.000000 5.880000 0.575234 0.608076 -0.547128
5.000000 6.000000 7.000000 0.625963 0.588416 -0.511798
6.000000 6.000000 8.330000 0.669976 0.571147 -0.474261
7.000000 6.000000 9.820000 0.702539 0.555868 -0.444353
8.000000 6.000000 11.500000 0.723448 0.549055 -0.418523
9.000000 6.000000 13.280000 0.744118 0.532645 -0.403209
0.000000 7.000000 4.400000 -0.246509 -0.743186 0.622019
1.000000 7.000000 4.720000 -0.277264 -0.737706 0.615560
2.000000 7.000000 5.280000 0.384485 0.707903 -0.592491
